Ticker,Code,Name,Sector,SubIndustry,SWL1,SWL3,AvgAmtQian,LatestDate
600246.SH,600246,万通发展,房地产,住宅开发,760e,760e0101,2665263.0,20260618
300806.SZ,300806,斯迪克,基础化工,膜材料,7602,76020404,2654438.0,20260618
600110.SH,600110,诺德股份,电力设备,锂电池,760m,760m0501,2650642.0,20260618
688403.SH,688403,汇成股份,电子,集成电路封测,7605,76050106,2644033.0,20260618
601088.SH,601088,中国神华,煤炭,动力煤,760s,760s0101,2635219.0,20260618
688507.SH,688507,索辰科技,计算机,垂直应用软件,760p,760p0301,2629946.0,20260618
688630.SH,688630,芯碁微装,机械设备,其他专用设备,760n,760n0206,2626521.0,20260618
000733.SZ,000733,振华科技,国防军工,军工电子,760o,760o0501,2625820.0,20260618
603929.SH,603929,亚翔集成,建筑装饰,其他专业工程,760l,760l0404,2603929.0,20260618
600673.SH,600673,东阳光,综合,综合,760j,760j0101,2585776.0,20260618
002738.SZ,002738,中矿资源,有色金属,其他小金属,7604,76040403,2567585.0,20260618
600141.SH,600141,兴发集团,基础化工,磷肥及磷化工,7602,76020602,2547685.0,20260618
300751.SZ,300751,迈为股份,电力设备,光伏加工设备,760m,760m0305,2546866.0,20260618
688783.SH,688783,西安奕材-U,电子,半导体材料,7605,76050102,2518791.0,20260618
600641.SH,600641,先导基电,房地产,住宅开发,760e,760e0101,2515178.0,20260618
688205.SH,688205,德科立,通信,通信网络设备及器件,760r,760r0201,2512828.0,20260618
600259.SH,600259,中稀有色,有色金属,稀土,7604,76040401,2508977.0,20260618
688545.SH,688545,兴福电子,电子,电子化学品,7605,76050601,2505427.0,20260618
002859.SZ,002859,洁美科技,电子,其他电子,7605,76050401,2503609.0,20260618
688019.SH,688019,安集科技,电子,电子化学品,7605,76050601,2498731.0,20260618
002585.SZ,002585,双星新材,基础化工,膜材料,7602,76020404,2478685.0,20260618
603601.SH,603601,再升科技,建筑材料,玻纤制造,760k,760k0202,2469039.0,20260618
300706.SZ,300706,阿石创,电子,半导体材料,7605,76050102,2454990.0,20260618
600552.SH,600552,凯盛科技,电子,面板,7605,76050301,2452063.0,20260618
300302.SZ,300302,同有科技,计算机,其他计算机设备,760p,760p0102,2449450.0,20260618
002245.SZ,002245,蔚蓝锂芯,电力设备,锂电池,760m,760m0501,2437769.0,20260618
688668.SH,688668,鼎通科技,通信,通信网络设备及器件,760r,760r0201,2428911.0,20260618
300782.SZ,300782,卓胜微,电子,模拟芯片设计,7605,76050104,2419797.0,20260618
601872.SH,601872,招商轮船,交通运输,航运,760d,760d0401,2406390.0,20260618
002812.SZ,002812,恩捷股份,电力设备,电池化学品,760m,760m0502,2402831.0,20260618
688037.SH,688037,芯源微,电子,半导体设备,7605,76050107,2402034.0,20260618
002171.SZ,002171,楚江新材,有色金属,铜,7604,76040202,2389055.0,20260618
603011.SH,603011,合锻智能,机械设备,其他专用设备,760n,760n0206,2385226.0,20260618
601288.SH,601288,农业银行,银行,国有大型银行,760h,760h0101,2374990.0,20260618
300260.SZ,300260,新莱应材,机械设备,金属制品,760n,760n0106,2357422.0,20260618
600226.SH,600226,亨通股份,公用事业,热力服务,760c,760c0103,2353356.0,20260618
603938.SH,603938,三孚股份,基础化工,其他化学原料,7602,76020104,2346667.0,20260618
601689.SH,601689,拓普集团,汽车,底盘与发动机系统,7606,76060102,2345947.0,20260618
000807.SZ,000807,云铝股份,有色金属,铝,7604,76040201,2335127.0,20260618
300568.SZ,300568,星源材质,电力设备,电池化学品,760m,760m0502,2330172.0,20260618
603650.SH,603650,彤程新材,基础化工,橡胶助剂,7602,76020503,2330038.0,20260618
002421.SZ,002421,达实智能,计算机,IT服务,760p,760p0201,2327116.0,20260618
002049.SZ,002049,紫光国微,电子,数字芯片设计,7605,76050103,2305490.0,20260618
300438.SZ,300438,鹏辉能源,电力设备,锂电池,760m,760m0501,2294868.0,20260618
688409.SH,688409,富创精密,电子,半导体设备,7605,76050107,2294435.0,20260618
300726.SZ,300726,宏达电子,国防军工,军工电子,760o,760o0501,2292498.0,20260618
300903.SZ,300903,科翔股份,电子,印制电路板,7605,76050201,2279540.0,20260618
601012.SH,601012,隆基绿能,电力设备,光伏电池组件,760m,760m0302,2279244.0,20260618
688361.SH,688361,中科飞测,电子,半导体设备,7605,76050107,2261838.0,20260618
603002.SH,603002,宏昌电子,电子,电子化学品,7605,76050601,2258175.0,20260618
601126.SH,601126,四方股份,电力设备,电网自动化设备,760m,760m0603,2255082.0,20260618
688195.SH,688195,腾景科技,电子,光学元件,7605,76050303,2248872.0,20260618
002645.SZ,002645,华宏科技,环保,环保设备,760u,760u0201,2238863.0,20260618
300811.SZ,300811,铂科新材,有色金属,磁性材料,7604,76040102,2229933.0,20260618
000858.SZ,000858,五粮液,食品饮料,白酒,7608,76080201,2218843.0,20260618
002230.SZ,002230,科大讯飞,计算机,横向通用软件,760p,760p0302,2217284.0,20260618
603399.SH,603399,永杉锂业,有色金属,锂,7604,76040503,2192124.0,20260618
605117.SH,605117,德业股份,电力设备,逆变器,760m,760m0303,2191142.0,20260618
001267.SZ,001267,汇绿生态,建筑装饰,园林工程,760l,760l0302,2186923.0,20260618
002056.SZ,002056,横店东磁,电力设备,光伏电池组件,760m,760m0302,2176851.0,20260618
002203.SZ,002203,海亮股份,有色金属,铜,7604,76040202,2170579.0,20260618
300131.SZ,300131,英唐智控,电子,其他电子,7605,76050401,2167570.0,20260618
301611.SZ,301611,珂玛科技,电子,半导体材料,7605,76050102,2167492.0,20260618
002415.SZ,002415,海康威视,计算机,安防设备,760p,760p0101,2166146.0,20260618
600909.SH,600909,华安证券,非银金融,证券,760i,760i0101,2164615.0,20260618
300418.SZ,300418,昆仑万维,传媒,游戏,760q,760q0101,2160233.0,20260618
003031.SZ,003031,中瓷电子,通信,通信终端及配件,760r,760r0203,2158967.0,20260618
002273.SZ,002273,水晶光电,电子,光学元件,7605,76050303,2155209.0,20260618
300821.SZ,300821,东岳硅材,基础化工,有机硅,7602,76020208,2150689.0,20260618
002364.SZ,002364,中恒电气,电力设备,其他电源设备,760m,760m0203,2138279.0,20260618
688200.SH,688200,华峰测控,电子,半导体设备,7605,76050107,2129739.0,20260618
600875.SH,600875,东方电气,电力设备,综合电力设备商,760m,760m0201,2127551.0,20260618
688456.SH,688456,有研粉材,有色金属,其他金属新材料,7604,76040101,2122404.0,20260618
688635.SH,688635,长进光子,通信,通信线缆及配套,760r,760r0202,2122145.0,20260618
000547.SZ,000547,航天发展,国防军工,军工电子,760o,760o0501,2114194.0,20260618
601168.SH,601168,西部矿业,有色金属,铜,7604,76040202,2113740.0,20260618
600497.SH,600497,驰宏锌锗,有色金属,铅锌,7604,76040203,2105733.0,20260618
688249.SH,688249,晶合集成,电子,集成电路制造,7605,76050105,2098719.0,20260618
601601.SH,601601,中国太保,非银金融,保险,760i,760i0201,2098170.0,20260618
601336.SH,601336,新华保险,非银金融,保险,760i,760i0201,2096798.0,20260618
002261.SZ,002261,拓维信息,计算机,垂直应用软件,760p,760p0301,2091750.0,20260618
300209.SZ,300209,行云科技,计算机,垂直应用软件,760p,760p0301,2090624.0,20260618
600578.SH,600578,京能电力,公用事业,火力发电,760c,760c0101,2087019.0,20260618
300769.SZ,300769,德方纳米,电力设备,电池化学品,760m,760m0502,2083940.0,20260618
603078.SH,603078,江化微,电子,电子化学品,7605,76050601,2083747.0,20260618
601166.SH,601166,兴业银行,银行,股份制银行,760h,760h0201,2077379.0,20260618
000032.SZ,000032,深桑达A,建筑装饰,其他专业工程,760l,760l0404,2070803.0,20260618
600418.SH,600418,江淮汽车,汽车,商用载货车,7606,76060501,2068113.0,20260618
300489.SZ,300489,光智科技,机械设备,激光设备,760n,760n0503,2062986.0,20260618
300503.SZ,300503,昊志机电,机械设备,其他通用设备,760n,760n0104,2051366.0,20260618
300870.SZ,300870,欧陆通,电力设备,其他电源设备,760m,760m0203,2043307.0,20260618
000070.SZ,000070,特发信息,通信,通信线缆及配套,760r,760r0202,2035895.0,20260618
688300.SH,688300,联瑞新材,基础化工,非金属材料,7602,76020701,2034063.0,20260618
300184.SZ,300184,力源信息,电子,其他电子,7605,76050401,2033620.0,20260618
688809.SH,688809,强一股份,电子,半导体设备,7605,76050107,2032961.0,20260618
688662.SH,688662,富信科技,电子,其他电子,7605,76050401,2032388.0,20260618
000776.SZ,000776,广发证券,非银金融,证券,760i,760i0101,2030115.0,20260618
002971.SZ,002971,和远气体,基础化工,其他化学制品,7602,76020204,2029408.0,20260618
000823.SZ,000823,超声电子,电子,印制电路板,7605,76050201,2015492.0,20260618
000060.SZ,000060,中金岭南,有色金属,铅锌,7604,76040203,2010820.0,20260618
002028.SZ,002028,思源电气,电力设备,输变电设备,760m,760m0601,2008740.0,20260618
000962.SZ,000962,东方钽业,有色金属,其他小金属,7604,76040403,2005027.0,20260618
002241.SZ,002241,歌尔股份,电子,消费电子零部件及组装,7605,76050502,1998049.0,20260618
603663.SH,603663,三祥新材,基础化工,无机盐,7602,76020103,1994112.0,20260618
688257.SH,688257,新锐股份,机械设备,金属制品,760n,760n0106,1987472.0,20260618
300316.SZ,300316,晶盛机电,电力设备,光伏加工设备,760m,760m0305,1985974.0,20260618
000970.SZ,000970,中科三环,有色金属,磁性材料,7604,76040102,1984406.0,20260618
603283.SH,603283,赛腾股份,机械设备,工控设备,760n,760n0502,1981484.0,20260618
300576.SZ,300576,容大感光,电子,电子化学品,7605,76050601,1969461.0,20260618
300567.SZ,300567,精测电子,机械设备,仪器仪表,760n,760n0105,1966370.0,20260618
601231.SH,601231,环旭电子,电子,消费电子零部件及组装,7605,76050502,1962896.0,20260618
300283.SZ,300283,温州宏丰,电力设备,配电设备,760m,760m0602,1959589.0,20260618
300342.SZ,300342,天银机电,家用电器,家电零部件,7607,76070601,1958650.0,20260618
002254.SZ,002254,泰和新材,基础化工,其他化学纤维,7602,76020303,1957382.0,20260618
603308.SH,603308,应流股份,机械设备,金属制品,760n,760n0106,1945132.0,20260618
688469.SH,688469,芯联集成-U,电子,集成电路制造,7605,76050105,1938339.0,20260618
600726.SH,600726,华电能源,公用事业,火力发电,760c,760c0101,1921944.0,20260618
600999.SH,600999,招商证券,非银金融,证券,760i,760i0101,1918369.0,20260618
300331.SZ,300331,苏大维格,电子,光学元件,7605,76050303,1910954.0,20260618
300814.SZ,300814,中富电路,电子,印制电路板,7605,76050201,1910315.0,20260618
601628.SH,601628,中国人寿,非银金融,保险,760i,760i0201,1906653.0,20260618
688308.SH,688308,欧科亿,机械设备,金属制品,760n,760n0106,1885415.0,20260618
601127.SH,601127,赛力斯,汽车,综合乘用车,7606,76060402,1880723.0,20260618
002815.SZ,002815,崇达技术,电子,印制电路板,7605,76050201,1868870.0,20260618
688536.SH,688536,思瑞浦,电子,模拟芯片设计,7605,76050104,1867243.0,20260618
603501.SH,603501,豪威集团,电子,数字芯片设计,7605,76050103,1865654.0,20260618
301171.SZ,301171,易点天下,传媒,营销代理,760q,760q0201,1863835.0,20260618
600988.SH,600988,赤峰黄金,有色金属,黄金,7604,76040301,1855369.0,20260618
002579.SZ,002579,中京电子,电子,印制电路板,7605,76050201,1850409.0,20260618
301128.SZ,301128,强瑞技术,机械设备,其他专用设备,760n,760n0206,1848144.0,20260618
301183.SZ,301183,东田微,电子,光学元件,7605,76050303,1847436.0,20260618
601988.SH,601988,中国银行,银行,国有大型银行,760h,760h0101,1835972.0,20260618
301358.SZ,301358,湖南裕能,电力设备,电池化学品,760m,760m0502,1832392.0,20260618
301486.SZ,301486,致尚科技,电子,消费电子零部件及组装,7605,76050502,1830076.0,20260618
601857.SH,601857,中国石油,石油石化,炼油化工,760t,760t0301,1828697.0,20260618
600989.SH,600989,宝丰能源,基础化工,煤化工,7602,76020105,1828082.0,20260618
600459.SH,600459,贵研铂业,有色金属,其他小金属,7604,76040403,1812319.0,20260618
600711.SH,600711,盛屯矿业,有色金属,钴,7604,76040501,1811278.0,20260618
601698.SH,601698,中国卫通,国防军工,航天装备,760o,760o0101,1806536.0,20260618
002179.SZ,002179,中航光电,国防军工,军工电子,760o,760o0501,1799395.0,20260618
000969.SZ,000969,安泰科技,有色金属,其他金属新材料,7604,76040101,1798576.0,20260618
300236.SZ,300236,上海新阳,电子,电子化学品,7605,76050601,1792852.0,20260618
300001.SZ,300001,特锐德,电力设备,输变电设备,760m,760m0601,1789815.0,20260618
002975.SZ,002975,博杰股份,机械设备,工控设备,760n,760n0502,1789297.0,20260618
002015.SZ,002015,协鑫能科,公用事业,热力服务,760c,760c0103,1788236.0,20260618
600938.SH,600938,中国海油,石油石化,油气开采,760t,760t0101,1784991.0,20260618
605006.SH,605006,山东玻纤,建筑材料,玻纤制造,760k,760k0202,1784348.0,20260618
600031.SH,600031,三一重工,机械设备,工程机械整机,760n,760n0401,1781601.0,20260618
300679.SZ,300679,电连技术,电子,消费电子零部件及组装,7605,76050502,1776099.0,20260618
688172.SH,688172,燕东微,电子,分立器件,7605,76050101,1763803.0,20260618
688795.SH,688795,摩尔线程-U,电子,数字芯片设计,7605,76050103,1762811.0,20260618
688233.SH,688233,神工股份,电子,半导体材料,7605,76050102,1756970.0,20260618
000651.SZ,000651,格力电器,家用电器,空调,7607,76070101,1745687.0,20260618
301071.SZ,301071,力量钻石,基础化工,非金属材料,7602,76020701,1740945.0,20260618
002176.SZ,002176,江特电机,有色金属,锂,7604,76040503,1738284.0,20260618
301236.SZ,301236,软通动力,计算机,IT服务,760p,760p0201,1730424.0,20260618
301389.SZ,301389,隆扬电子,电子,消费电子零部件及组装,7605,76050502,1725725.0,20260618
688535.SH,688535,华海诚科,电子,半导体材料,7605,76050102,1724522.0,20260618
002125.SZ,002125,湘潭电化,电力设备,电池化学品,760m,760m0502,1722917.0,20260618
000933.SZ,000933,神火股份,有色金属,铝,7604,76040201,1719984.0,20260618
601919.SH,601919,中远海控,交通运输,航运,760d,760d0401,1718135.0,20260618
000688.SZ,000688,国城矿业,有色金属,铅锌,7604,76040203,1716969.0,20260618
002617.SZ,002617,露笑科技,公用事业,光伏发电,760c,760c0104,1710383.0,20260618
600489.SH,600489,中金黄金,有色金属,黄金,7604,76040301,1707201.0,20260618
600353.SH,600353,旭光电子,电子,其他电子,7605,76050401,1706264.0,20260618
688143.SH,688143,长盈通,通信,通信线缆及配套,760r,760r0202,1698101.0,20260618
300017.SZ,300017,网宿科技,计算机,IT服务,760p,760p0201,1697526.0,20260618
600026.SH,600026,中远海能,交通运输,航运,760d,760d0401,1697165.0,20260618
688772.SH,688772,珠海冠宇,电力设备,锂电池,760m,760m0501,1694503.0,20260618
600547.SH,600547,山东黄金,有色金属,黄金,7604,76040301,1694348.0,20260618
600563.SH,600563,法拉电子,电子,被动元件,7605,76050202,1688569.0,20260618
688147.SH,688147,微导纳米,电力设备,光伏加工设备,760m,760m0305,1686046.0,20260618
603296.SH,603296,华勤技术,电子,消费电子零部件及组装,7605,76050502,1682277.0,20260618
301018.SZ,301018,申菱环境,机械设备,制冷空调设备,760n,760n0103,1680820.0,20260618
600010.SH,600010,包钢股份,钢铁,板材,7603,76030202,1678784.0,20260618
301123.SZ,301123,奕东电子,电子,消费电子零部件及组装,7605,76050502,1678284.0,20260618
605111.SH,605111,新洁能,电子,分立器件,7605,76050101,1676444.0,20260618
603859.SH,603859,能科科技,计算机,IT服务,760p,760p0201,1667836.0,20260618
300762.SZ,300762,上海瀚讯,国防军工,军工电子,760o,760o0501,1666965.0,20260618
603920.SH,603920,世运电路,电子,印制电路板,7605,76050201,1652057.0,20260618
002155.SZ,002155,湖南黄金,有色金属,黄金,7604,76040301,1650570.0,20260618
000681.SZ,000681,视觉中国,传媒,图片媒体,760q,760q0403,1643076.0,20260618
300024.SZ,300024,机器人,机械设备,机器人,760n,760n0501,1643041.0,20260618
688802.SH,688802,沐曦股份-U,电子,数字芯片设计,7605,76050103,1642860.0,20260618
301313.SZ,301313,凡拓数创,传媒,其他数字媒体,760q,760q0406,1641738.0,20260618
600063.SH,600063,皖维高新,基础化工,其他化学纤维,7602,76020303,1630387.0,20260618
002472.SZ,002472,双环传动,汽车,底盘与发动机系统,7606,76060102,1629713.0,20260618
601868.SH,601868,中国能建,建筑装饰,基建市政工程,760l,760l0301,1627867.0,20260618
600338.SH,600338,西藏珠峰,有色金属,铅锌,7604,76040203,1619235.0,20260618
600482.SH,600482,中国动力,电力设备,其他电源设备,760m,760m0203,1615919.0,20260618
600596.SH,600596,新安股份,基础化工,农药,7602,76020603,1615864.0,20260618
688700.SH,688700,东威科技,机械设备,其他专用设备,760n,760n0206,1615853.0,20260618
301150.SZ,301150,中一科技,电力设备,锂电池,760m,760m0501,1614563.0,20260618
002741.SZ,002741,光华科技,电子,电子化学品,7605,76050601,1613822.0,20260618
688025.SH,688025,杰普特,机械设备,激光设备,760n,760n0503,1606097.0,20260618
603893.SH,603893,瑞芯微,电子,数字芯片设计,7605,76050103,1605854.0,20260618
001203.SZ,001203,大中矿业,钢铁,铁矿石,7603,76030101,1604188.0,20260618
603260.SH,603260,合盛硅业,基础化工,有机硅,7602,76020208,1600883.0,20260618
001389.SZ,001389,广合科技,电子,印制电路板,7605,76050201,1600490.0,20260618
000425.SZ,000425,徐工机械,机械设备,工程机械整机,760n,760n0401,1594962.0,20260618
600961.SH,600961,株冶集团,有色金属,铅锌,7604,76040203,1594543.0,20260618
600011.SH,600011,华能国际,公用事业,火力发电,760c,760c0101,1588736.0,20260618
301188.SZ,301188,力诺药包,轻工制造,其他家居用品,760a,760a0305,1588160.0,20260618
688432.SH,688432,有研硅,电子,半导体材料,7605,76050102,1582682.0,20260618
601328.SH,601328,交通银行,银行,国有大型银行,760h,760h0101,1576564.0,20260618
688503.SH,688503,聚和材料,电力设备,光伏辅材,760m,760m0304,1574987.0,20260618
688106.SH,688106,金宏气体,电子,电子化学品,7605,76050601,1572552.0,20260618
301536.SZ,301536,星宸科技,电子,数字芯片设计,7605,76050103,1570035.0,20260618
301669.SZ,301669,高特电子,电力设备,其他电源设备,760m,760m0203,1569063.0,20260618
002931.SZ,002931,锋龙股份,机械设备,金属制品,760n,760n0106,1565241.0,20260618
688411.SH,688411,海博思创,电力设备,其他电源设备,760m,760m0203,1563794.0,20260618
301200.SZ,301200,大族数控,机械设备,其他专用设备,760n,760n0206,1560182.0,20260618
002714.SZ,002714,牧原股份,农林牧渔,生猪养殖,7601,76010601,1558341.0,20260618
300323.SZ,300323,华灿光电,电子,LED,7605,76050302,1556333.0,20260618
002532.SZ,002532,天山铝业,有色金属,铝,7604,76040201,1550091.0,20260618
600580.SH,600580,卧龙电驱,电力设备,电机,760m,760m0101,1548877.0,20260618
002957.SZ,002957,科瑞技术,机械设备,工控设备,760n,760n0502,1548458.0,20260618
688002.SH,688002,睿创微纳,国防军工,军工电子,760o,760o0501,1537264.0,20260618
600397.SH,600397,江钨装备,煤炭,动力煤,760s,760s0101,1535806.0,20260618
000833.SZ,000833,粤桂股份,综合,综合,760j,760j0101,1533662.0,20260618
603936.SH,603936,博敏电子,电子,印制电路板,7605,76050201,1527419.0,20260618
600096.SH,600096,云天化,基础化工,磷肥及磷化工,7602,76020602,1526194.0,20260618
002756.SZ,002756,永兴材料,有色金属,锂,7604,76040503,1521639.0,20260618
688676.SH,688676,金盘科技,电力设备,输变电设备,760m,760m0601,1520699.0,20260618
603119.SH,603119,浙江荣泰,汽车,其他汽车零部件,7606,76060104,1519049.0,20260618
300042.SZ,300042,朗科科技,计算机,其他计算机设备,760p,760p0102,1518244.0,20260618
000001.SZ,000001,平安银行,银行,股份制银行,760h,760h0201,1516132.0,20260618
603459.SH,603459,红板科技,电子,印制电路板,7605,76050201,1512688.0,20260618
000062.SZ,000062,深圳华强,电子,其他电子,7605,76050401,1512239.0,20260618
603026.SH,603026,石大胜华,电力设备,电池化学品,760m,760m0502,1504222.0,20260618
600114.SH,600114,东睦股份,机械设备,金属制品,760n,760n0106,1503122.0,20260618
601225.SH,601225,陕西煤业,煤炭,动力煤,760s,760s0101,1501788.0,20260618
002980.SZ,002980,华盛昌,电力设备,电工仪器仪表,760m,760m0604,1499511.0,20260618
600188.SH,600188,兖矿能源,煤炭,动力煤,760s,760s0101,1494691.0,20260618
603890.SH,603890,春秋电子,电子,消费电子零部件及组装,7605,76050502,1491179.0,20260618
688020.SH,688020,方邦股份,电子,印制电路板,7605,76050201,1486781.0,20260618
601233.SH,601233,桐昆股份,石油石化,其他石化,760t,760t0303,1485717.0,20260618
300655.SZ,300655,晶瑞电材,电子,电子化学品,7605,76050601,1480127.0,20260618
688603.SH,688603,天承科技,电子,电子化学品,7605,76050601,1478365.0,20260618
300085.SZ,300085,银之杰,计算机,垂直应用软件,760p,760p0301,1477666.0,20260618
600863.SH,600863,华能蒙电,公用事业,火力发电,760c,760c0101,1475416.0,20260618
603778.SH,603778,国晟科技,建筑装饰,园林工程,760l,760l0302,1474232.0,20260618
300607.SZ,300607,拓斯达,机械设备,机器人,760n,760n0501,1473816.0,20260618
000519.SZ,000519,中兵红箭,国防军工,地面兵装,760o,760o0301,1473404.0,20260618
301373.SZ,301373,凌玮科技,基础化工,其他化学制品,7602,76020204,1469977.0,20260618
603667.SH,603667,五洲新春,机械设备,金属制品,760n,760n0106,1469679.0,20260618
002432.SZ,002432,九安医疗,医药生物,体外诊断,760b,760b0503,1468391.0,20260618
002850.SZ,002850,科达利,电力设备,锂电池,760m,760m0501,1466977.0,20260618
300196.SZ,300196,长海股份,建筑材料,玻纤制造,760k,760k0202,1462788.0,20260618
600893.SH,600893,航发动力,国防军工,航空装备,760o,760o0201,1458501.0,20260618
600256.SH,600256,广汇能源,石油石化,油品石化贸易,760t,760t0302,1449859.0,20260618
002896.SZ,002896,中大力德,机械设备,金属制品,760n,760n0106,1448024.0,20260618
688111.SH,688111,金山办公,计算机,横向通用软件,760p,760p0302,1446537.0,20260618
603267.SH,603267,鸿远电子,国防军工,军工电子,760o,760o0501,1445984.0,20260618
600301.SH,600301,华锡有色,建筑装饰,工程咨询服务,760l,760l0501,1439298.0,20260618
002181.SZ,002181,粤传媒,传媒,大众出版,760q,760q0602,1437577.0,20260618
002025.SZ,002025,航天电器,国防军工,军工电子,760o,760o0501,1434201.0,20260618
300221.SZ,300221,银禧科技,基础化工,改性塑料,7602,76020402,1431386.0,20260618
688047.SH,688047,龙芯中科,电子,数字芯片设计,7605,76050103,1428118.0,20260618
688301.SH,688301,奕瑞科技,医药生物,医疗设备,760b,760b0501,1426739.0,20260618
600345.SH,600345,长江通信,通信,其他通信设备,760r,760r0204,1417856.0,20260618
002536.SZ,002536,飞龙股份,汽车,底盘与发动机系统,7606,76060102,1416036.0,20260618
688102.SH,688102,斯瑞新材,有色金属,其他金属新材料,7604,76040101,1411612.0,20260618
002046.SZ,002046,国机精工,机械设备,磨具磨料,760n,760n0102,1409709.0,20260618
600888.SH,600888,新疆众和,有色金属,铝,7604,76040201,1406853.0,20260618
300166.SZ,300166,东方国信,计算机,IT服务,760p,760p0201,1401148.0,20260618
002654.SZ,002654,万润科技,电子,LED,7605,76050302,1399746.0,20260618
601975.SH,601975,招商南油,交通运输,航运,760d,760d0401,1399360.0,20260618
600406.SH,600406,国电南瑞,电力设备,电网自动化设备,760m,760m0603,1398618.0,20260618
000539.SZ,000539,粤电力A,公用事业,火力发电,760c,760c0101,1398096.0,20260618
002625.SZ,002625,光启技术,国防军工,航空装备,760o,760o0201,1397693.0,20260618
301566.SZ,301566,达利凯普,电子,被动元件,7605,76050202,1394735.0,20260618
600887.SH,600887,伊利股份,食品饮料,乳品,7608,76080402,1384354.0,20260618
300322.SZ,300322,硕贝德,电子,消费电子零部件及组装,7605,76050502,1377904.0,20260618
301269.SZ,301269,华大九天,计算机,垂直应用软件,760p,760p0301,1375437.0,20260618
600028.SH,600028,中国石化,石油石化,炼油化工,760t,760t0301,1367953.0,20260618
603203.SH,603203,快克智能,机械设备,工控设备,760n,760n0502,1367395.0,20260618
601696.SH,601696,中银证券,非银金融,证券,760i,760i0101,1365792.0,20260618
603179.SH,603179,新泉股份,汽车,汽车电子电气系统,7606,76060105,1361938.0,20260618
688333.SH,688333,铂力特,机械设备,其他通用设备,760n,760n0104,1360879.0,20260618
002208.SZ,002208,合肥城建,房地产,住宅开发,760e,760e0101,1352675.0,20260618
688031.SH,688031,星环科技-U,计算机,横向通用软件,760p,760p0302,1345576.0,20260618
301319.SZ,301319,唯特偶,电子,电子化学品,7605,76050601,1339697.0,20260618
300763.SZ,300763,锦浪科技,电力设备,逆变器,760m,760m0303,1338458.0,20260618
601636.SH,601636,旗滨集团,建筑材料,玻璃制造,760k,760k0201,1337649.0,20260618
600895.SH,600895,张江高科,房地产,产业地产,760e,760e0103,1332926.0,20260618
601985.SH,601985,中国核电,公用事业,核力发电,760c,760c0106,1330957.0,20260618
002648.SZ,002648,卫星化学,基础化工,其他化学原料,7602,76020104,1330485.0,20260618
300602.SZ,300602,飞荣达,电子,消费电子零部件及组装,7605,76050502,1329748.0,20260618
601100.SH,601100,恒立液压,机械设备,工程机械器件,760n,760n0402,1329501.0,20260618
603306.SH,603306,华懋科技,汽车,车身附件及饰件,7606,76060101,1324531.0,20260618
